バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
Rootage,Macho Monky,JUNGLE TERROR,kors k,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Necroxis Girl,GLITCH DUBSTEP,BEMANI Sound Team "HuΣeR",1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2133,863,407,41,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-31 16:55
Rootage,Next Tales 2 Oath (IIDX 20th Anniv "Ring" Theme),THEME SONG,Hommarju,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,2127,886,355,14,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-13 16:28
Rootage,Night! Night! Night!,EURO DYNAMITE,MM,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,ONIGOROSHI,TOKYO STYLE SPEEDCORE,m1dy,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,OVER TIME,ELECTRO POP,空中分解feat.アンテナガール,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Painful Fate,DRUM'N'BASS,BEMANI Sound Team "猫叉Master",0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Particle Arts,NEOTRANCE,Virtual Self,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Playing With Fire,SPEED RAVE,kors k,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1598,565,468,14,EX HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2021-03-06 16:30
Rootage,Please Welcome Mr.C,JAZZY HOLIC,C-Show,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Psycho Sheep Riddim,RIDDIM DUBSTEP,BEMANI Sound Team "SYUNN",0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Red. by Jack Trance,TECH-BREAKS,DJ Mass MAD Izm*,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1623,614,395,43,CLEAR,A,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 11:01
Rootage,ROCK女 feat. 大山愛未， Ken,TRANCE,Y&Co.,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,ROZA DE ANDALUCIA,MELODIC SPEED METAL,SOUND HOLIC Vs. T.Kakuta feat. Nana Takahashi,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,ruin of opals,IRIDESCENCE JAZZ ETUDE,上ノ瀬つかさ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,R∞tAge,NEO J-TEKNO,BEMANI Sound Team "HuΣeR+",1,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2318,961,396,25,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-20 13:08
Rootage,Serious?,FESTIVAL TRAP,KSUKE,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Six String Proof,HARDROCK,BEMANI Sound Team "Yvya × Mutsuhiko Izumi",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,SPEED ROCKER,PSYCHEDELIC TRANCE ,AJURIKA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Starry Night,HARDSTYLE,Massive New Krew feat.松平なな,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Technicolour Dreams,HDM,DUNE & M-Project & GUHROOVY,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,The Best of Both Worlds,EUROTRAPBEAT,☆Taku Takahashi (m-flo， block.fm),0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,THE DAY OF JUBILATIONS,HARD ELECTRIC POP,BEMANI Sound Team "S-C-U vs L.E.D.",2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,2500,975,550,21,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-04-03 16:01
Rootage,The Rebellion of Sequencer,DJENTCORE,DJ Myosuke,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,The Sealer ～ア・ミリアとミリアの民～,ELEMENTAL JIG,Zektbach,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,toy boxer,BOXINGCORE,BEMANI Sound Team "S-C-U & SYUNN",1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1900,827,246,10,FULLCOMBO CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-01-07 15:23
Rootage,Trill auf G,MUSIC GAMES HARDCORE,BEMANI Sound Team "dj TAKA",9,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,958,370,218,---,HARD CLEAR,E,0,0,0,0,---,NO PLAY,---,2021-04-30 17:53
Rootage,Twilight Warp,CYBER DANCE MUSIC,Maozon feat. Kyte,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,U.S.A.,IIDX EDITION,Remixed by BEMANI Sound Team "PHQUASE feat.TRANDER Jr.",0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Unbelief,METAL,BEMANI Sound Team "Anonymous",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2113,785,543,69,HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2020-11-28 14:52
Rootage,UNDERWORLD HOLOGRAPHY,DRUM & BASS,BEMANI Sound Team "L.E.D." feat. KOTOKO,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2607,1086,435,19,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-13 16:25
Rootage,Urban Constellations,JAZZY FOOTWORK JUNGLE,Dirty Androids,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Visterhv,REBIRTH OUT,Feryquitous,8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2863,1208,447,33,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-05-03 16:11
Rootage,voltississimo,VVV,BEMANI Sound Team "PHQUASE",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Wing of Hearts,HYPER HANDS UP,USAO & DJ Nanashi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Wolf 1061,PIANO TRANCE,Xceon,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2274,918,438,30,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-21 13:26
Rootage,Won(*3*)Chu KissMe!,IIDX EDITION,Remixed by BEMANI Sound Team "L.E.D." & IOSYS,4,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2076,886,304,14,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-05-01 13:59
Rootage,Wonderland,CANDY RAVE GABBER,kors k,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,X-DEN,ULTIΣATE COLLABORATION,T.Σ.Generation,3,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,12,2604,948,708,197,FAILED,B,0,0,0,0,---,NO PLAY,---,2021-04-29 19:33
Rootage,XENON II ～TOMOYUKIの野望～,ELECTRO SHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Xlo,NEUTRONIKA,sasakure.UK,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,Yum Yum Jelly,FUTURE BASS,YUC'e,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,ZENDEGI DANCE,ORBITALIC ORIENTAL ELECTRO,ARM × BEMANI Sound Team "U1 overground",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,LOVELY YOUTH,BEMANI Sound Team "PON" feat.NU-KO,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2303,962,379,24,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-12-22 15:51
Rootage,お菓子の王国,SPEED CANDY,Snail's House,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,3126,1315,496,79,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-13 16:12
Rootage,グラナダの風,SPANISH GUITAR,BEMANI Sound Team "劇団レコード",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,サクラあっぱれーしょん,IIDX EDITION,Remixed by BEMANI Sound Team "TAG" feat. 柊木りお,3,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1957,856,245,8,FULLCOMBO CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-07 16:18
Rootage,セカンドピアス,GIRLS ROCK,OSTER project feat. echo,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,ハードベース・フェスタ,A-STYLE RUSSIAN HARDBASS,かめりあ feat. ななひら,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,ミストレス・アンに花束を,ELECTRONICA,soejima takuma feat.BEMANI Sound Team "猫叉Master",0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,ミッドナイト☆WAR,BEMANIZED ROCKCORE,いちか,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,Re 90's J-DANCE POP,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,抱きしめてモナムール,Hi-歌謡コア,冬色AMOUR☆Prim,55,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,3303,1380,543,39,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-05-01 15:17
Rootage,最小三倍完全数,ピタゴラス的不完全性破壊衝動音律(ハンマーによる),DJ TECHNORCH,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,泰東ノ翠霞,JAPANESE POPS,bermei.inazawa/feat.霜月はるか,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,深愛のリグレット,PIANO J TRANCE POP,Xceon feat.Mayumi Morinaga,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,爆ゼニ☆がってんワーカー,勤労☆電波,ARM×狐夢想 feat. ななひら,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,花冠 feat.Aikapin,SOCA,RoughSkreamZ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
Rootage,金野火織の金色提言,音ゲー賛美歌,DJ TECHNORCH feat. 宇宙★海月,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,2018,749,520,134,HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2021-03-13 16:08
Rootage,龍王の霊廟(Mausoleum Of The Primal Dragon),RETROSPECTIVE EPIC MUSIC,BEMANI Sound Team "黒猫ダンジョン",1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,2534,1054,426,14,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-12-29 19:16
HEROIC VERSE,27th style,HIP HOP,三代目 "dj TAKA & DAYBREAKERS",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Advent Infamous,NEO DIGITAL FUTURE,Blacklolita,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,AKASHIC BREAK,LAPLACE CORE,BEMANI Sound Team "TAG",38,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2766,1128,510,22,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-04-04 16:44
HEROIC VERSE,And-RoiD,J-POP,Fujishiro feat.KNA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Artist,MYSTICAL HARD DANCE,CANVAS feat. Quimar,5,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2656,1059,538,69,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-20 14:31
HEROIC VERSE,Backyard Stars,FUTURE BASS,TAKU INOUE,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,BEAT PRISONER,PRIME BIG BEAT,AJURIKA,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2571,1034,503,56,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-05-03 16:09
HEROIC VERSE,beatAffection,BEAT MUSIC,ビートまりお,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Beautiful Harmony (IIDX Mix),PROGRESSIVE TRANCE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Bow shock!!,JAZZ PIANO TRANCE,Xceon,4,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2581,1098,385,7,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-04-24 13:10
HEROIC VERSE,Calvados Queen,JAZZ ROCK,OSTER project feat. かなたん,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Change Yourself,TRANCE,ARM × kradness,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Crank It,BASS HOUSE,Crayvxn,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Dans la nuit de l'eternite,POLONAISE,BEMANI Sound Team "レ・度胸兄弟",9,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2042,775,492,---,EASY CLEAR,B,0,0,0,0,---,NO PLAY,---,2021-03-13 18:03
HEROIC VERSE,Do What You Want,FUTURE BASS,BEMANI Sound Team "SYUNN",0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Double Dribble,FUNKY GABBER,lapix,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Drop It,DUBSTEP/MMETAL/DJENT,Dazsta,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Duration,DRUM & BASS,佐野電磁,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,EROICA,VERSE,BEMANI Sound Team "HERO",4,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2876,1226,424,156,FAILED,A,0,0,0,0,---,NO PLAY,---,2021-01-30 17:53
HEROIC VERSE,Everlasting Message,EPIC ORCHESTRA,ぺのれり,6,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2757,1110,537,92,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-04-29 19:12
HEROIC VERSE,EXCITE,IIDX EDITION,Remixed by BEMANI Sound Team "HuΣeR feat.PON",0,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,fairy cocktail,エレクトロニック/エレクトロニカ/ポップ,Tomggg,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Fly Above (Vicissitude Remix),DREAM DRUM'N'BASS,Remixed by BEMANI Sound Team "PHQUASE",12,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2078,932,214,5,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-04-30 16:04
HEROIC VERSE,Forgetting Machine,DRUM'N'BASS,TAKU INOUE,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Friction[!]Function,PROGRES BEAT,Feryquitous,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2242,822,598,27,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-13 15:56
HEROIC VERSE,GHOST,FREEFORM HARDCORE,Hommarju,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2186,891,404,15,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-05 15:33
HEROIC VERSE,GIGA VIOLATE,EDM-DUBSTYLE,Blacklolita,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
HEROIC VERSE,Hold My Hand,MELODIC DANCE MUSIC,BEMANI Sound Team "Sota Fujimori",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
